text,author,date,like
"What a wonderful experience to be part of history, celebrating the Queen’s platinum jubilee. Purple symbolises royalty.",ORMORPHIA,9 ay önce,0
"I watch your videos because they are so inspiring, amazing to see how wonderful your lifestyle is and they make me feel so proud of what you achieve.",donna reid,9 ay önce,0
"It’s very frustrating that you even have to explain yourself. I absolutely love watching your videos and everything you put into them. Whether it’s home decor, fashion, makeup and just life in general. You have made a beautiful home for your sweet little family. I’ve never wanted to live in the country, but watching your videos makes me want to move to the English countryside!!!! You just keep doing you with all your wonderful positivity and inspiration for all the things you’ve learned to love and embrace in your life. ",Michelle Swenstad,9 ay önce,0
"Thank you so much Lydia for this video, today I was feeling down and you inspired me so much and i could come back to my senses. “Prison is in your head, if you believe you are in prison, you are in prison” hit hard..! ️",Hermie,9 ay önce,4
"I am currently interning to be a social worker in the states! The agency I intern at use this model called the resilience model. And what we are talking about this week in group therapy is exactly what you are describing. It's called stories in my head. It's this idea that we have our own perception of reality. And sometimes that perception can really hold us back. Sometimes it's our amygdala protecting us, even if it's not a true threat. Sometimes we have had horrible and negative experiences which cause us to make up stories or make assumptions about how something is going to go. It's a real effort to flip the script and not allow the stories in our head to hold us back from having hard conversations or doing things we want to do",Elisse Cook,9 ay önce,2
I celebrate your success with you because it pushes me to do better. Everyone is not going to agree with what you’re doing or where your going. Trying to explain yourself in regards to what you mean is somewhat pointless because you’ll find yourself having to explain all the time to those who will disagree with you even more. Soar as high as you can Lydia and just enjoy the life you’ve worked so hard for. ️ I love your channel.,Sharon Dixon,9 ay önce,0
"Lydia, I am a 52 yr old “Oma” living in central Ohio & I just adore you & your channel! You are VERY real & raw & it’s so appreciated in today’s world!! People who feel they need to take the time to write a negative comment or play victim are usually those who harbor jealousy for what you have, but don’t even come minutely close to working as hard as you do to achieve this goal. Mindset is so very important & so very powerful! All WE can do is pray for people who are hurting or feel defeated & keep on being the light. Keep shining! You are soooo deserving of all that you have & enjoy & I’m blessed by you anytime I watch your videos. It brings me pure joy! Thank you!! ",Dana Wilking,9 ay önce,1
"Your mind set is a wonderful mindset. Your life is what you make it, never apologise for it. People are people and will always try and find a negative when they’re not happy within themselves. 
Just live your life and be happy!!",Polly’s,9 ay önce,0
"Hi Lydia ! I am new to your podcasts.. you and Ali have created this beautiful life!
We are powerful manifesters and can create the life of our dreams..
Your words alone are powerful ️",Mere Robinson,9 ay önce,0
What a stunning hotel suit loved all 3 dresses the pink dress would be my pick for a wedding loved the chat at the end 100% agree what you said block all haters there just jealous of your life style love ur content ,myra Connelly,9 ay önce,17
"Lydia, please never apologize to anyone…. just be yourself! I love your channel! ️",Rhonda Frazier,9 ay önce,0
"We find your ideas very inspiring and look forward to everything!  You can adapt things, implement them to your own circumstances and wallet and it's always wonderful!  Keep it up and stay yourself",Silke,9 ay önce,1
"I completely agree with what you said about peoples mindsets. If you don’t believe you can, if you don’t think you deserve and if you can’t see yourself living a great life then you will never experience this. A lot of people are so narrow minded and there are many factors why they are this way. You are doing great by speaking about it and actually educating people. Regards xx",Klaudia Ward,9 ay önce,0
"Lydia, It is very helpful that you share your appreciation for what you have and wonderful that you dream for more. Abundance is possible and available for everyone. Let’s look ahead and dream for what is possible!! ️️",wendy mcaleer,9 ay önce,0
"Not sure why you don’t think pink is one of your colors…? You look stunning in the pink one and would definitely pick it for the wedding over the others it’s absolutely beautiful!!

It’s so true! People can’t take the time to see the journey rather than the end result. I honestly believe some people are just negative and can’t see their potential. It is really sad",Silver Mane BIZ,9 ay önce (düzenlendi),4
