text,author,date,like
So happy for you! You totally deserve this.  Would love to see more videos on it!,Hdbnb,9 ay önce,0
Congratulation Justine!  Yeah.. So happy for you.  We are living through you and hope to get to ride and perhaps buy one and enjoy it.  Cheers,mr pratster,9 ay önce,0
"The dream car I wish I could afford, it looks amazing.",Neoxon,9 ay önce,3
This is amazing! Congrats on the amazing Tesla. It's my dream car and hope you enjoy it!,OAOTR,9 ay önce,0
"Congrats Justine! Caveat, the Tesla community can seem a liiil crazy at first, but most of us are nice! Best group of folks I've ever considered myself a part of. We all tech enthusiasts,  like you, which is why we love our cars so much. They're so amazing. Welcome. ",Blake Check,9 ay önce,3
Congratulations Ijustine for the car . I never seen such reveal like this of such a expensive car . If Elon Musk saw this one he probably took the next flight to Mars right now ,Divesh Parshionikar,9 ay önce,1
huge congrats justine on the car. Very much deserved as well for putting out amazing content over the past decade. :),CreatieveSteve619,9 ay önce,1
"I’m so happy for you, Justine!! You deserve it! It’s such a sick car too. ",Tiffany Reed,9 ay önce,0
I feel happy for you Justine ,artiee,7 ay önce,0
OMG CONGRATULATIONS JUSTINE !!!! YOU LOOK SOOOOOO HAPPY AND EXCITED FOR YOUR NEW CAR!!!!!,Arizona72,9 ay önce,1
I'M SO HAPPY FOR YOU. YOU DESERVE IT. YOU WORKED SO HARD.,james wilson,9 ay önce,5
Such an amazing video!!! I can feel the joy from my screen. Congratulations!!! ️️,Augústo,9 ay önce,0
"Congratulations Justine, well deserved!",Eddie E,9 ay önce,0
Congrats.  Bought an S 4 yrs ago and still the coolest thing ever!  Best part is it updates itself via WiFi and continually improves itself.  Enjoy!,Miles Abbey,9 ay önce,1
Congrats! You love tech! I was always wondering why you're not buying a Tesla!,The Adventures of Sina,9 ay önce (düzenlendi),0
Congratulations Justin you deserve the best in life.,Kelvin Micheal,9 ay önce,0
This is astonishing really hope the car won't give you any problems. Have a good day/evening/night etc LOVE YOUR VIDEOS!,Prime.,9 ay önce,8
That's so beautiful to see I'm happy for you ️ you just clicked the best of the best I was laughing at it. That's exactly what I would do... And I wouldn't wait to go to the dealership either  enjoy your new car!,Arturo Insaurralde,9 ay önce,0
Congrats!  Looking forward to a bunch of awesome videos.,MS_Dream King,8 ay önce,0
Great to see you enjoying such a fantastic Tesla car!,Robert Melcioiu,9 ay önce,0
Congratulations Justine! You deserve it! Enjoy your new Tesla!,Justin Disandro,9 ay önce,1
We're so happy for you!!!! it looks amazing!!!,Corgi,9 ay önce,0
"Casually buys a $130,000 car with the click of a buttonLMAO SHES ICONIC! Good luck with it ️",Benny Manesis,9 ay önce,32
You deserve it Justine! Congrats!,MrGymBeast,7 ay önce,0
"Justine, Congratulations    !
I was waiting to see when you are going to get an advance computer on wheels and do a review on it. 
Hope to see more videos !",Thanh Tran,9 ay önce (düzenlendi),0
I can’t believe there was inventory! Great find and thanks for sharing the experience. I was excited for you!!,Brent Westmoreland,9 ay önce,2
Have fun with your new car!!!! Always drive safely!,Dimitrios Koutsoumpakidis,9 ay önce,0
So cool!!! Congratulations! That's so dope that you were able to do that and to see the joy you had in doing so. I LOVE IT!,Shalese Johnson,9 ay önce,0
"Congrats Justine! I have been watching you from soooooo long! I was 10 since when u watched you and now I am 13, been fan from a long and once again CONGRATS!",Vaasu Sharma,9 ay önce,4
Hey Justine such a big fan of you! I have been watching your vids from 2009 now you’re the best ever! Amazing job!,LX MUSIC-LXM BASS BOOSTED,9 ay önce,0
3:58 @iJustine I felt how amazed but also scared you were in that moment when you screamed. I laughed myself to tears lmao. I love your videos. Thanks to your vibe and energy your videos always make my day better ,Justin Nam Media,9 ay önce,0
You deserve this Justine you are amazing!!!,Alan Palma,9 ay önce,0
I’m so excited for you I’ve always loved Teslas and when they came out the plaid I was so excited this is monumental Justine I’m literally speechless. ,Rj 2,9 ay önce,1
"For the longest time, I had no feeling for Tesla.. but Justine's emotional reaction changed everything...",Bide Cui,9 ay önce (düzenlendi),0
"Dealerships are the only reason I haven't bought a new car, especially their finance departments, they rip customers over there.",Scripto,9 ay önce,4
Congrats on your new EV. That's the most impulsive car purchase I can ever see in the wild.,Anil,9 ay önce,0
Congrats on the new purchase!!! You worked hard for it!! I want one!!! Enjoy and drive safe.,Stahl,9 ay önce,0
So excited for you!!! I bought a Tesla last year and I am still obsessed with it. ENJOY!!,Amy Lynn,9 ay önce,0
"Your level of excitement is the best! Strangely, I could feel the acceleration Love these videos! You have an outstanding act for filmmaking! Awesome!",Adam Goebel,8 ay önce (düzenlendi),1
"Congrats Justine, this is amazing  ",TechManiac,9 ay önce,1
lol this is brilliant.,,9 ay önce,404
"Hey Congratulations  iJustine, the car looks great. It looks like you all had a marvelous time. Please give us a detailed 6 month review on the Plaid sometime in the Summer. We'd love to hear/read your take on everything. Until then, be safe and enjoy  ",Mr Nine Sixteenth,9 ay önce,0
Congratulations Justine!! Felling happy for you ,Ansh Chawla,9 ay önce,0
Congratulations Justine! Now go out and have some fun. ,Ronald Allen,9 ay önce,0
"Amazing impulse buy, I love that you did that!  Great to watch. Does it make u nauseous when you floor it?",Paul Mackenzie,9 ay önce,0
As a Model Y owner congratulations!!!! Welcome to the club!!!! ️,P G,9 ay önce,1
God I’m so happy for you! So pumped!  You gonna get her wrapped?,Alex Diaz,9 ay önce,3
"I love the energy . Wow congrats Justine  you are so excited wow. and I'm SUBSCRIBED FROM ALL THE DEVICES IN THE HOUSE 
Love your videos ️️",PROD.CURCIANO,9 ay önce,2
Hahah amazing!! So happy for you Justine!! Enjoy your new car. Looks super cool!!,Has Ö.,9 ay önce,0
"Congratulations Justine, enjoy your new Tesla vehicle!!",Derrick Ludwig,8 ay önce,0
