text,author,date,like
"This is the TV you beat Halo on last night, right?? (And I was happy with my 4K LG OLED until this exact moment...RIP wallet!)",Star Boy Atlantian,7 ay önce,1
Hey Justine! Awesome review as always. You have always been one of my fav tech youtubers,- [REBBECCA]🥂T[A]P Me!! to Have [𝐒]𝐄𝐗 With 𝐌,8 ay önce,0
...HAPPY NEW YEAR JUSTINE WITH ALL THE BEST WISHES...,Taoufik Haddioui,8 ay önce,0
"I miss the vlogs still, sorry. I loved seeing peoples lives️.",ITonyfy,7 ay önce,1
"A Nintendo Switch Oled test was necessary for these tv!!!

Why have you failed me?",J Gato,8 ay önce,0
Why does Justine look so good in this video,H1Th3r3,7 ay önce,0
Even thought my samsung a12 phone I can see the nice video quality,JUR O,8 ay önce,0
Justine I hope you had a great Christmas ,Edward Sanchez Productions,8 ay önce,0
Hola Miss Justine and everyone that's definitely not mini lol ️,🐲 My Kitten Is A Black Belt 🐉,8 ay önce,0
How exciting for that! ,Sydney Helton,8 ay önce,1
That is nice,Chris Green,8 ay önce,0
Quick question for anyone who knows… what screwdriver is she using when adding the stand to the tv?,Joshua Burgueno,7 ay önce,1
"“Wonderful new home”
Most people watching: ",Jack Hannaford-Hill,8 ay önce,0
"How much dimming zones had the TV? Best Regrads 
Happy New Year",Rafael S,8 ay önce (düzenlendi),0
Apple fans: What? No Siri built in? Bust!,G D,8 ay önce,0
This looks great. I’d buy one… if I watched TV. But I don’t. Lol.,Unknown Person,7 ay önce,0
"Rip LG Phones. Although their phones are discontinued, their TVs and other products are still very very high quality!",Quentin,7 ay önce,0
Hola Justine I hope ya had a great Xmas and a happy new year,filipinofantasy,8 ay önce,0
How does it compare to OLED?,AyCanche!,8 ay önce,0
"I don’t think you should be that close 6:20 Justine, but cool TV!",Cliff Gerardo,8 ay önce,0
Love Your Videos And I hope you had a wonderful Christmas,Arthur,8 ay önce,1
just imagine being half way across room from the tv? and at nighttime with no lights on like in the cinema watching you on my 2019 75 4k tv using it as my laptop monitor set to screen 2 try that on 8k,Rose 🌹 Media created by Paul Rose,7 ay önce (düzenlendi),0
"Wow, That's Really Cool,,",Yvonne Graves,8 ay önce,0
All I can think of during this video is that ain’t mini because I’m thinking of the mini LED,spokee,8 ay önce,1
2:02 But sorry but who would sit THAT close to a TV?!,Luke_Person1234,8 ay önce,0
Best brand lg ,꧁Hari Santhos ꧂,7 ay önce,0
i love watching new tech,Muhammad Riski Suaputra,7 ay önce,0
Meanwhile my tv barely got 1080p. Geez I need to step it up. lol,TechOutAdam,8 ay önce,0
ok...but oled is still better when it comes to a black screens isnt it? whats the point of a mini led tv then?,Elias,8 ay önce,0
ijustine for the win!,Made From Detroit Media,8 ay önce,0
"Nice new TV, Justine.",Tony Rodriguez,8 ay önce,1
And i thought my 58 inch UHD ruko tv was amazing pft,Dawson Edwards,8 ay önce,0
Same time the was in the house I would've connected my console there,Nathi Nachoz,7 ay önce,0
"Well thats the New version,..and NEW HOME WOW!!!Do you have a home tour video?",Kesler Star,8 ay önce,0
Have a great new year IJ,Adam,8 ay önce,0
Love from my family ️,Muaz Niazi,7 ay önce,0
Any tv looks great from 3 feet,ae4xo,8 ay önce,0
Nice and I love your sneakers as well,debbe buhat,8 ay önce,0
Nice nice LED LG TV,Dhiraj Raj official Vlogs,8 ay önce,0
"Wow nice your living the dream @ijustine, happy new year",DEX GAMING,7 ay önce,0
"I have everything LG (Washer, Dryer, Fridge, Stove, Washer, etc.) but not the TV's.  I have 4 QLED Samsung's which I absolutely love.  When these start to die out I'll switch them to LG.",SN95 Mustang Garage,7 ay önce,0
